time,voltaje_ent,voltaje_cap_5,R_5,C_5,voltaje_cap_8,R_8,C_8,voltaje_cap_10,R_10,C_10,voltaje_cap_12,R_12,C_12,voltaje_cap_15,R_15,C_15
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.9,53100,2.20E-04,4.83,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.99,53100,2.20E-04,4.88,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.9,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.97,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0.08,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0,55300,1.00E-04,0.34,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.08,55300,1.00E-04,0.52,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.2,55300,1.00E-04,0.68,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.41,55300,1.00E-04,0.81,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.09,14920,1.00E-03
1000,4.93,0.66,55300,1.00E-04,0.98,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.18,14920,1.00E-03
1200,4.93,0.87,55300,1.00E-04,1.12,1750,4.70E-03,0.09,99300,1.00E-04,0.1,53100,2.20E-04,0.28,14920,1.00E-03
1400,4.93,1.06,55300,1.00E-04,1.31,1750,4.70E-03,0.21,99300,1.00E-04,0.16,53100,2.20E-04,0.39,14920,1.00E-03
1600,4.93,1.33,55300,1.00E-04,1.44,1750,4.70E-03,0.34,99300,1.00E-04,0.26,53100,2.20E-04,0.47,14920,1.00E-03
1800,4.93,1.47,55300,1.00E-04,1.56,1750,4.70E-03,0.45,99300,1.00E-04,0.36,53100,2.20E-04,0.57,14920,1.00E-03
2000,4.93,1.65,55300,1.00E-04,1.68,1750,4.70E-03,0.55,99300,1.00E-04,0.47,53100,2.20E-04,0.68,14920,1.00E-03
2200,4.93,1.87,55300,1.00E-04,1.82,1750,4.70E-03,0.68,99300,1.00E-04,0.57,53100,2.20E-04,0.76,14920,1.00E-03
2400,4.93,1.99,55300,1.00E-04,1.95,1750,4.70E-03,0.77,99300,1.00E-04,0.69,53100,2.20E-04,0.86,14920,1.00E-03
2600,4.93,2.14,55300,1.00E-04,2.08,1750,4.70E-03,0.91,99300,1.00E-04,0.77,53100,2.20E-04,0.94,14920,1.00E-03
2800,4.93,2.35,55300,1.00E-04,2.2,1750,4.70E-03,1.01,99300,1.00E-04,0.87,53100,2.20E-04,1.04,14920,1.00E-03
3000,4.93,2.64,55300,1.00E-04,2.32,1750,4.70E-03,1.12,99300,1.00E-04,0.96,53100,2.20E-04,1.11,14920,1.00E-03
3200,4.93,2.66,55300,1.00E-04,2.46,1750,4.70E-03,1.23,99300,1.00E-04,1.06,53100,2.20E-04,1.21,14920,1.00E-03
3400,4.93,2.79,55300,1.00E-04,2.56,1750,4.70E-03,1.33,99300,1.00E-04,1.15,53100,2.20E-04,1.3,14920,1.00E-03
3600,4.93,2.92,55300,1.00E-04,2.66,1750,4.70E-03,1.41,99300,1.00E-04,1.24,53100,2.20E-04,1.37,14920,1.00E-03
3800,4.93,3.06,55300,1.00E-04,2.75,1750,4.70E-03,1.53,99300,1.00E-04,1.34,53100,2.20E-04,1.46,14920,1.00E-03
4000,4.93,3.21,55300,1.00E-04,2.84,1750,4.70E-03,1.64,99300,1.00E-04,1.42,53100,2.20E-04,1.53,14920,1.00E-03
4200,4.93,3.29,55300,1.00E-04,2.94,1750,4.70E-03,1.72,99300,1.00E-04,1.5,53100,2.20E-04,1.61,14920,1.00E-03
4400,4.93,3.42,55300,1.00E-04,3.03,1750,4.70E-03,1.83,99300,1.00E-04,1.59,53100,2.20E-04,1.67,14920,1.00E-03
4600,4.93,3.54,55300,1.00E-04,3.12,1750,4.70E-03,1.89,99300,1.00E-04,1.66,53100,2.20E-04,1.75,14920,1.00E-03
4800,4.93,3.69,55300,1.00E-04,3.22,1750,4.70E-03,2,99300,1.00E-04,1.75,53100,2.20E-04,1.83,14920,1.00E-03
5000,4.93,3.81,55300,1.00E-04,3.31,1750,4.70E-03,2.09,99300,1.00E-04,1.82,53100,2.20E-04,1.9,14920,1.00E-03
5200,4.93,3.95,55300,1.00E-04,3.41,1750,4.70E-03,2.17,99300,1.00E-04,1.92,53100,2.20E-04,1.97,14920,1.00E-03
5400,4.93,4.14,55300,1.00E-04,3.51,1750,4.70E-03,2.25,99300,1.00E-04,2,53100,2.20E-04,2.05,14920,1.00E-03
5600,4.93,4.29,55300,1.00E-04,3.65,1750,4.70E-03,2.32,99300,1.00E-04,2.07,53100,2.20E-04,2.12,14920,1.00E-03
5800,4.93,4.48,55300,1.00E-04,3.71,1750,4.70E-03,2.4,99300,1.00E-04,2.13,53100,2.20E-04,2.19,14920,1.00E-03
6000,4.93,4.6,55300,1.00E-04,3.79,1750,4.70E-03,2.48,99300,1.00E-04,2.2,53100,2.20E-04,2.25,14920,1.00E-03
6200,4.93,4.8,55300,1.00E-04,3.89,1750,4.70E-03,2.57,99300,1.00E-04,2.32,53100,2.20E-04,2.32,14920,1.00E-03
6400,4.93,4.93,55300,1.00E-04,4.02,1750,4.70E-03,2.64,99300,1.00E-04,2.37,53100,2.20E-04,2.37,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,4.16,1750,4.70E-03,2.72,99300,1.00E-04,2.46,53100,2.20E-04,2.44,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.28,1750,4.70E-03,2.8,99300,1.00E-04,2.52,53100,2.20E-04,2.49,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.4,1750,4.70E-03,2.87,99300,1.00E-04,2.58,53100,2.20E-04,2.57,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.55,1750,4.70E-03,2.91,99300,1.00E-04,2.65,53100,2.20E-04,2.63,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.66,1750,4.70E-03,3,99300,1.00E-04,2.71,53100,2.20E-04,2.69,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.78,1750,4.70E-03,3.08,99300,1.00E-04,2.77,53100,2.20E-04,2.74,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.89,1750,4.70E-03,3.15,99300,1.00E-04,2.83,53100,2.20E-04,2.82,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.22,99300,1.00E-04,2.9,53100,2.20E-04,2.87,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.28,99300,1.00E-04,2.97,53100,2.20E-04,2.93,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.35,99300,1.00E-04,3.02,53100,2.20E-04,2.98,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.41,99300,1.00E-04,3.08,53100,2.20E-04,3.05,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.5,99300,1.00E-04,3.16,53100,2.20E-04,3.11,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.55,99300,1.00E-04,3.2,53100,2.20E-04,3.15,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.63,99300,1.00E-04,3.25,53100,2.20E-04,3.21,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.66,99300,1.00E-04,3.33,53100,2.20E-04,3.27,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.79,99300,1.00E-04,3.38,53100,2.20E-04,3.33,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.85,99300,1.00E-04,3.44,53100,2.20E-04,3.37,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.95,99300,1.00E-04,3.5,53100,2.20E-04,3.44,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.03,99300,1.00E-04,3.56,53100,2.20E-04,3.47,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.12,99300,1.00E-04,3.64,53100,2.20E-04,3.54,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.19,99300,1.00E-04,3.69,53100,2.20E-04,3.59,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.27,99300,1.00E-04,3.76,53100,2.20E-04,3.65,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.34,99300,1.00E-04,3.83,53100,2.20E-04,3.71,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.44,99300,1.00E-04,3.9,53100,2.20E-04,3.81,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.55,99300,1.00E-04,3.94,53100,2.20E-04,3.85,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.61,99300,1.00E-04,3.98,53100,2.20E-04,3.91,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.7,99300,1.00E-04,4.12,53100,2.20E-04,3.97,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.8,99300,1.00E-04,4.11,53100,2.20E-04,4.03,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.92,99300,1.00E-04,4.21,53100,2.20E-04,4.11,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.31,53100,2.20E-04,4.17,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.37,53100,2.20E-04,4.25,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.42,53100,2.20E-04,4.28,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.51,53100,2.20E-04,4.4,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.59,53100,2.20E-04,4.44,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.69,53100,2.20E-04,4.51,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.75,53100,2.20E-04,4.63,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.85,53100,2.20E-04,4.69,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.92,53100,2.20E-04,4.74,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.8,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.89,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.95,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0.52,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0.06,55300,1.00E-04,0.35,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.47,55300,1.00E-04,0.57,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.37,55300,1.00E-04,0.8,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
800,4.93,0.47,55300,1.00E-04,0.8,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.05,14920,1.00E-03
1000,4.93,0.8,55300,1.00E-04,0.98,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.16,14920,1.00E-03
1200,4.93,1.13,55300,1.00E-04,1.12,1750,4.70E-03,0.1,99300,1.00E-04,0.02,53100,2.20E-04,0.25,14920,1.00E-03
1400,4.93,1.38,55300,1.00E-04,1.26,1750,4.70E-03,0.23,99300,1.00E-04,0.14,53100,2.20E-04,0.37,14920,1.00E-03
1600,4.93,1.53,55300,1.00E-04,1.42,1750,4.70E-03,0.35,99300,1.00E-04,0.23,53100,2.20E-04,0.45,14920,1.00E-03
1800,4.93,1.69,55300,1.00E-04,1.6,1750,4.70E-03,0.46,99300,1.00E-04,0.34,53100,2.20E-04,0.51,14920,1.00E-03
2000,4.93,1.93,55300,1.00E-04,1.71,1750,4.70E-03,0.58,99300,1.00E-04,0.45,53100,2.20E-04,0.61,14920,1.00E-03
2200,4.93,2.06,55300,1.00E-04,1.89,1750,4.70E-03,0.7,99300,1.00E-04,0.59,53100,2.20E-04,0.71,14920,1.00E-03
2400,4.93,2.32,55300,1.00E-04,2.01,1750,4.70E-03,0.77,99300,1.00E-04,0.64,53100,2.20E-04,0.8,14920,1.00E-03
2600,4.93,2.49,55300,1.00E-04,2.03,1750,4.70E-03,0.9,99300,1.00E-04,0.75,53100,2.20E-04,0.88,14920,1.00E-03
2800,4.93,2.57,55300,1.00E-04,1.98,1750,4.70E-03,1.01,99300,1.00E-04,0.84,53100,2.20E-04,0.98,14920,1.00E-03
3000,4.93,2.51,55300,1.00E-04,2.28,1750,4.70E-03,1.11,99300,1.00E-04,0.92,53100,2.20E-04,1.05,14920,1.00E-03
3200,4.93,2.69,55300,1.00E-04,2.37,1750,4.70E-03,1.21,99300,1.00E-04,1.02,53100,2.20E-04,1.16,14920,1.00E-03
3400,4.93,2.91,55300,1.00E-04,2.45,1750,4.70E-03,1.33,99300,1.00E-04,1.11,53100,2.20E-04,1.25,14920,1.00E-03
3600,4.93,2.94,55300,1.00E-04,2.55,1750,4.70E-03,1.42,99300,1.00E-04,1.19,53100,2.20E-04,1.34,14920,1.00E-03
3800,4.93,3.07,55300,1.00E-04,2.67,1750,4.70E-03,1.51,99300,1.00E-04,1.29,53100,2.20E-04,1.43,14920,1.00E-03
4000,4.93,3.2,55300,1.00E-04,2.77,1750,4.70E-03,1.62,99300,1.00E-04,1.38,53100,2.20E-04,1.51,14920,1.00E-03
4200,4.93,3.36,55300,1.00E-04,2.89,1750,4.70E-03,1.72,99300,1.00E-04,1.45,53100,2.20E-04,1.59,14920,1.00E-03
4400,4.93,3.49,55300,1.00E-04,2.98,1750,4.70E-03,1.79,99300,1.00E-04,1.54,53100,2.20E-04,1.67,14920,1.00E-03
4600,4.93,3.63,55300,1.00E-04,3.06,1750,4.70E-03,1.89,99300,1.00E-04,1.62,53100,2.20E-04,1.74,14920,1.00E-03
4800,4.93,3.77,55300,1.00E-04,3.14,1750,4.70E-03,1.98,99300,1.00E-04,1.71,53100,2.20E-04,1.81,14920,1.00E-03
5000,4.93,3.99,55300,1.00E-04,3.23,1750,4.70E-03,2.06,99300,1.00E-04,1.78,53100,2.20E-04,1.9,14920,1.00E-03
5200,4.93,4.11,55300,1.00E-04,3.32,1750,4.70E-03,2.16,99300,1.00E-04,1.86,53100,2.20E-04,1.97,14920,1.00E-03
5400,4.93,4.18,55300,1.00E-04,3.4,1750,4.70E-03,2.25,99300,1.00E-04,1.95,53100,2.20E-04,2.03,14920,1.00E-03
5600,4.93,4.53,55300,1.00E-04,3.5,1750,4.70E-03,2.33,99300,1.00E-04,2.04,53100,2.20E-04,2.1,14920,1.00E-03
5800,4.93,4.63,55300,1.00E-04,3.58,1750,4.70E-03,2.41,99300,1.00E-04,2.1,53100,2.20E-04,2.17,14920,1.00E-03
6000,4.93,4.84,55300,1.00E-04,3.68,1750,4.70E-03,2.49,99300,1.00E-04,2.17,53100,2.20E-04,2.25,14920,1.00E-03
6200,4.93,5,55300,1.00E-04,3.77,1750,4.70E-03,2.58,99300,1.00E-04,2.25,53100,2.20E-04,2.32,14920,1.00E-03
6400,4.93,5,55300,1.00E-04,3.89,1750,4.70E-03,2.64,99300,1.00E-04,2.33,53100,2.20E-04,2.4,14920,1.00E-03
6600,4.93,5,55300,1.00E-04,3.98,1750,4.70E-03,2.71,99300,1.00E-04,2.4,53100,2.20E-04,2.44,14920,1.00E-03
6800,4.93,5,55300,1.00E-04,4.12,1750,4.70E-03,2.77,99300,1.00E-04,2.47,53100,2.20E-04,2.52,14920,1.00E-03
7000,4.93,5,55300,1.00E-04,4.23,1750,4.70E-03,2.86,99300,1.00E-04,2.53,53100,2.20E-04,2.59,14920,1.00E-03
7200,4.93,5,55300,1.00E-04,4.42,1750,4.70E-03,2.94,99300,1.00E-04,2.56,53100,2.20E-04,2.65,14920,1.00E-03
7400,4.93,5,55300,1.00E-04,4.51,1750,4.70E-03,2.98,99300,1.00E-04,2.71,53100,2.20E-04,2.71,14920,1.00E-03
7600,4.93,5,55300,1.00E-04,4.68,1750,4.70E-03,3.06,99300,1.00E-04,2.77,53100,2.20E-04,2.77,14920,1.00E-03
7800,4.93,5,55300,1.00E-04,4.81,1750,4.70E-03,3.12,99300,1.00E-04,2.83,53100,2.20E-04,2.83,14920,1.00E-03
8000,4.93,5,55300,1.00E-04,4.96,1750,4.70E-03,3.2,99300,1.00E-04,2.92,53100,2.20E-04,2.87,14920,1.00E-03
8200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.26,99300,1.00E-04,2.96,53100,2.20E-04,2.95,14920,1.00E-03
8400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.32,99300,1.00E-04,3.02,53100,2.20E-04,3.01,14920,1.00E-03
8600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.42,99300,1.00E-04,3.08,53100,2.20E-04,3.05,14920,1.00E-03
8800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.46,99300,1.00E-04,3.12,53100,2.20E-04,3.11,14920,1.00E-03
9000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.53,99300,1.00E-04,3.2,53100,2.20E-04,3.18,14920,1.00E-03
9200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.63,99300,1.00E-04,3.27,53100,2.20E-04,3.23,14920,1.00E-03
9400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.65,99300,1.00E-04,3.32,53100,2.20E-04,3.27,14920,1.00E-03
9600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.75,99300,1.00E-04,3.39,53100,2.20E-04,3.33,14920,1.00E-03
9800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.82,99300,1.00E-04,3.43,53100,2.20E-04,3.37,14920,1.00E-03
10000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.92,99300,1.00E-04,3.49,53100,2.20E-04,3.44,14920,1.00E-03
10200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,3.98,99300,1.00E-04,3.54,53100,2.20E-04,3.5,14920,1.00E-03
10400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.07,99300,1.00E-04,3.59,53100,2.20E-04,3.56,14920,1.00E-03
10600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.18,99300,1.00E-04,3.66,53100,2.20E-04,3.63,14920,1.00E-03
10800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.24,99300,1.00E-04,3.73,53100,2.20E-04,3.67,14920,1.00E-03
11000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.32,99300,1.00E-04,3.8,53100,2.20E-04,3.75,14920,1.00E-03
11200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.43,99300,1.00E-04,3.87,53100,2.20E-04,3.82,14920,1.00E-03
11400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.51,99300,1.00E-04,3.92,53100,2.20E-04,3.89,14920,1.00E-03
11600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.63,99300,1.00E-04,4,53100,2.20E-04,3.93,14920,1.00E-03
11800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.67,99300,1.00E-04,4.08,53100,2.20E-04,4.03,14920,1.00E-03
12000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.75,99300,1.00E-04,4.13,53100,2.20E-04,4.03,14920,1.00E-03
12200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,4.84,99300,1.00E-04,4.23,53100,2.20E-04,4.16,14920,1.00E-03
12400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.27,53100,2.20E-04,4.25,14920,1.00E-03
12600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.33,53100,2.20E-04,4.26,14920,1.00E-03
12800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.36,53100,2.20E-04,4.3,14920,1.00E-03
13000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.43,53100,2.20E-04,4.4,14920,1.00E-03
13200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.56,53100,2.20E-04,4.49,14920,1.00E-03
13400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.64,53100,2.20E-04,4.51,14920,1.00E-03
13600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.72,53100,2.20E-04,4.6,14920,1.00E-03
13800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.79,53100,2.20E-04,4.67,14920,1.00E-03
14000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.86,53100,2.20E-04,4.74,14920,1.00E-03
14200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,4.95,53100,2.20E-04,4.84,14920,1.00E-03
14400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,4.94,14920,1.00E-03
14600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
14800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15000,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15200,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15400,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15600,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,5,53100,2.20E-04,5,14920,1.00E-03
15800,4.93,5,55300,1.00E-04,5,1750,4.70E-03,5,99300,1.00E-04,0,53100,2.20E-04,5,14920,1.00E-03
0,4.93,0,55300,1.00E-04,0,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
200,4.93,0.35,55300,1.00E-04,0.16,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
400,4.93,0.19,55300,1.00E-04,0.34,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0,14920,1.00E-03
600,4.93,0.51,55300,1.00E-04,0.51,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.04,14920,1.00E-03
800,4.93,0.57,55300,1.00E-04,0.69,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.1,14920,1.00E-03
1000,4.93,0.88,55300,1.00E-04,0.84,1750,4.70E-03,0,99300,1.00E-04,0,53100,2.20E-04,0.23,14920,1.00E-03
1200,4.93,0.97,55300,1.00E-04,1,1750,4.70E-03,0.09,99300,1.00E-04,0.06,53100,2.20E-04,0.33,14920,1.00E-03
1400,4.93,1.19,55300,1.00E-04,1.15,1750,4.70E-03,0.21,99300,1.00E-04,0.16,53100,2.20E-04,0.47,14920,1.00E-03
1600,4.93,1.45,55300,1.00E-04,1.31,1750,4.70E-03,0.33,99300,1.00E-04,0.27,53100,2.20E-04,0.58,14920,1.00E-03
1800,4.93,1.78,55300,1.00E-04,1.47,1750,4.70E-03,0.45,99300,1.00E-04,0.36,53100,2.20E-04,0.67,14920,1.00E-03
2000,4.93,1.99,55300,1.00E-04,1.57,1750,4.70E-03,0.57,99300,1.00E-04,0.47,53100,2.20E-04,0.76,14920,1.00E-03
2200,4.93,2.17,55300,1.00E-04,1.7,1750,4.70E-03,0.66,99300,1.00E-04,0.57,53100,2.20E-04,0.84,14920,1.00E-03
2400,4.93,2.07,55300,1.00E-04,1.84,1750,4.70E-03,0.79,99300,1.00E-04,0.68,53100,2.20E-04,0.94,14920,1.00E-03
2600,4.93,2.41,55300,1.00E-04,1.97,1750,4.70E-03,0.91,99300,1.00E-04,0.77,53100,2.20E-04,1,14920,1.00E-03
2800,4.93,2.64,55300,1.00E-04,2.09,1750,4.70E-03,1,99300,1.00E-04,0.86,53100,2.20E-04,1.09,14920,1.00E-03
3000,4.93,2.77,55300,1.00E-04,2.25,1750,4.70E-03,1.11,99300,1.00E-04,0.98,53100,2.20E-04,1.18,14920,1.00E-03
3200,4.93,2.95,55300,1.00E-04,2.34,1750,4.70E-03,1.21,99300,1.00E-04,1.04,53100,2.20E-04,1.26,14920,1.00E-03
3400,4.93,3.08,55300,1.00E-04,2.44,1750,4.70E-03,1.32,99300,1.00E-04,1.14,53100,2.20E-04,1.37,14920,1.00E-03
3600,4.93,3.17,55300,1.00E-04,2.57,1750,4.70E-03,1.42,99300,1.00E-04,1.22,53100,2.20E-04,1.45,14920,1.00E-03
